Video ID,Title,Comment
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola el silicio alluda para las personas diabeticos?
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","PRIMERO DIOS voy a comprar los libros, x q son una reliquia para dejarselo a mis nietos de herencia😘. Muchas gracias mi dra de cabecera. DIOS la bendiga y le de muchísima vida, p q nos siga ayudando con la médicina natural.
¡¡ LA MEJOR MÉDICINA DEL MUNDO!!🙏😘😘🙋"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Como cuanto se toma  para glaucoma me urge contesteme por favor tengo casi un añi  pteguntandi y no me ha contestafo me urge muchad gradias por sus videos y atenciones
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Lindos vídeos escucho a diario para ponerme al dia.... si esta interesada en aceites esenciales young living 100% prensado en frio.....
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Me tomé uno descansé dos cemanas ahora estoy tomando 15 mil al día es exactamente mí piel exelente . gracias Royleni por compartir ..😍
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Ana Rosa Bogotá Colombia
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Hola me urge ssber donde  consigo silicio orgánico en cápsulas  vivo en Jalapa , Veracruz, mexico"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",El mejor silicio organico se ençuentra en la ortiga
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Buenas estoy súper contenta de averte en contrato, por favor🙏🙏me puedes mostrar bien en pantalla cúal es el aceite de onagra  con d a  🙏el q tú compras pues tengo una amiga en los estados unidos y por eso quiero saber por favor,  te estaré muy agradecida gracias besos y abrazos💕💋"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Buenas rut vivo en Barranquilla cómo hago primero comprar la plata coloidal que usted prepara y el libro de los dolores
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Hola Royleni, siiiiiiiii se escucha"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Rut, si, por favor, que el próximo sea sin dolor."
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Asi como su primer libro se llama Menopausia Libre, la saga de sus siguientes libros pueden llamarse libre de arrugas, libre de dolor libre etc. Sólo una sugerencía 😃"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola! Me encanta  tu canal esta muy bueno. Resulta que preparando el aceite de cola de caballo por error le puse el de rosa mosqueta a macerar. Lo dañe?? 😢 Respondeme por favor!!!!! Porque es que ya lo puse a macerar junto con el aceite de oliva y la cola de caballo y no sabes el trabajo que pasé para conseguir los ingredientes. Por favor....
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Dios la bendiga Roylenis
Una pregunta :
Q es el azufre orgánico y para q sirve .. gracias de antemano bendiciones 😍"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Que me recomienda hace tiempo siento derrepente como un ligero ardor en un pecho y he hido al dr y me dicen q es por tomar mucha cafeína y lo he hecho pero después de unos días me vuelve a pasar lo mismo habrá algo q usted me recomiende hacer?
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola sr le doy un testimonio mi familia tubieron una gran influensa pero a mi y esposito y mi no nos afexto porque tomamos de todo lo que recomiendas q Diosito te bendiga saludos
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Buenas me alegro mucho el áberte encontrado estoy muy feliz quisiera hacerte tantas preguntas😁pero veo q no se puede, yo tengo 54años, y quiero tomar el aceite de onagra   pero en Medellín no lo venden con d a, mi hermana tiene 55años y ella lo consume sin d a de 500 miligramos dos veces al día esta bien así🙏💋"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Es muy cierto eso, las arruguitas se pueden quitar el aceite d recino buenísimo pa’eliminar las arruguitas,, muchísimas gracias Dios la siga bendiciendo"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Muchas gracias por toda la informacion que nos regalas❤️🌺🌹💮🙏👼
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Buenos videos, lástima que son tan largos y cansados, no he podido de ver uno completo porque se vuelven aburridos."
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Saludos desde Jáltipan Veracruz México una pregunta que es el anamu?
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Buenos dias me urge se lo ruego comprar silicio ppara el glaucoma  pero el que usted  reccomienda no lo mandan a mecico no entiendo  mucho   dr refes socialed  por fVor necesito me ayude  grAsias
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Hola,podria hacer tintura de anamu de igual modo que las hierbas amargas???"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",remedios para el alzheimer porfavor
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Para que sirve eldea
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",De donde usted trasmite
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Gracias soy de ecuador y  no se si aca consiga esos remedios
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Que es la plata coloidal y para que sirve
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola Sra bonita!....Cómo se haría para comprar el libro....desde Perú....Ojalá me pueda ayudar....gracias Díos la bendiga
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Sra Roylenis  como esta? una pregunta, yo encuentro el anamu en capsulas y las mayoria de hierbas en tabletas o capsulas, es lo mismo? o es mejor conseguir en hojas y hacer infusiones? gracias"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Buenas noches muchas bendiciones por tanta ayuda que nos da con plantas Medicinales gracias yo vivo en el Salvador no puedo comprar el libro
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Estoy repitiendo el video xq no Tube tiempo por mi trabajo pero ya le deje mi Like y me encanta ver tus vídeos dios te siga bendiciendo con más sabiduría saludos desde New York en Long Island
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola yo he preparado el aseite con cola de caballo ya ase como dos años y me a kitado las manchas Gracias por sus videos bendiciones desde Houston texas
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola yo he preparado el aseite con cola de caballo ya ase como dos años y me a kitado las manchas Gracias por sus videos bendiciones desde Houston texas
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Para la persona que dijo que su hijo sangraba muy seguido por la nariz, personalmente recomiendo llevar al niño al otorrinolaringologo, porque puede ser HHT es un síndrome y en mí caso tardaron mucho para diagnosticar mi paciente terminó anemico y a punto de derrame cerebral porque se forman coágulos de sangre en los pulmones, cerebro, corazón mi paciente tiene dos cirugías en pulmones y cerebro. Gracias a Dios que encontramos un buen especialista porque con remedios caseros no fue suficiente."
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Le puedo dar a un adolescente de 15 años le gusta mucho correr gracias por su respuesta.
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Otro medio para que llegue a México puede ser por e bay o mercado libre.muy buen video la felicito de el Paso Texas
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Buenas noches señora Rut  quisiera ver si aqui en panamá en donde se puede comprar el cilisio organico ya q no puedo comprarlo en Amazon.   Muchas gracias espero me esponda.
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Buena noche sra Ruth no alcance  aver  el directo  x el trabajó  lo estoy viendo en este momento me parece excelente   el cilicio  lo voy  a comprar su explicación  excelente  mil gracias colombia
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola Doctora   bella saludos
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Donde lo puedo comprar el silisio x q no lo puedo encontrar
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hay q descansar para tomar el magnesuo
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Prácticamente los q tienen andemos a esos libros son de Estados Unidos eres por q aquí en Medellín no q lastima
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Hola Roylin, gracias por todos tus conocimientos, me han ayudado, quisiera que me orientaras para que sirve y como se husa el aceite de COPAIBA,o la planta en si, por tu atención mil gracias,  espero pronto tu respuesta, Dios te bendiga"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.","Buenas soy de Medellín y no encuentro  el aceite de  de onagra con d a tengo 54 año lo vende  pero sin d a, tu me dijiste q en Medellín se encontraba  me
Q me ibas a decir el número télefonico  y hasta ahora no me lo as mandado muchas gracias"
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Para México Amazon no tiene entregas de cuál otro puedo tomar ??? Por favor si me dices de qué manera solucionarlo me urge tomarlo
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola desde cd de México 🇲🇽
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",La calaguala para desmanchar la cara de paño no la puedo encontrar alguien q me ayude con q otro nombre la puedo encontrar x favor soy de culiacan sinaloa
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Bendiciones Roylin desde costa Rica
skgdiqGT4gg,"Cómo Tomar Silicio Orgánico Para Regeneración De La Piel, Dolores.",Hola preciosa bendiciones.
2U1-BP7WKOQ,"Webinar Gratuito: Silicio, un aliado importante para un mejor rendimiento","SALUDOS  DESDE TAXCO DE ALARCON GUERRERO, MEXICO"
2U1-BP7WKOQ,"Webinar Gratuito: Silicio, un aliado importante para un mejor rendimiento",es àcico silìcico estabilizado  o  àcido ortosilìcico?
2U1-BP7WKOQ,"Webinar Gratuito: Silicio, un aliado importante para un mejor rendimiento",Gracias dra. ANA. TE CONTACTARE POR EMAIL
2U1-BP7WKOQ,"Webinar Gratuito: Silicio, un aliado importante para un mejor rendimiento",Muchas gracias y felicidades por la excelente presentación y explicación
2U1-BP7WKOQ,"Webinar Gratuito: Silicio, un aliado importante para un mejor rendimiento","El cobre , el níquel y el cobalto no tienen efectos antagónicos con el silicio? Todos ellos son suficientes en el suelo nunca están en falta"
2U1-BP7WKOQ,"Webinar Gratuito: Silicio, un aliado importante para un mejor rendimiento","El concepto o definición de nutriente vegetal utilizado es actual , pudiera decirme la fuente o el autor?"
2U1-BP7WKOQ,"Webinar Gratuito: Silicio, un aliado importante para un mejor rendimiento",Saludos desde Cuba. Excelente propuesta para mis clases de Agroquímica.
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento","Doctor ustedes tienen en venta el silicio y gerovital H,3"
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Gracias dr Eric ❤
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Doc dijo tres medicamentos silicio vitamina c y procaina los tres intramuscular?
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Seria selenio vitamina c y procaina?
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",La procaína es para reducir el dolor del silicio? Gracias Doctor. Espero pueda contestar.
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Cual es el video que habla de la manzana
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Costó del curso masoterapia
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Que precio tiene el silicio orgánico y si lo mandan  a domicilio
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Donde tienes tu consultorio??
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Hola dc como se infiltra en el rostro en forma de barrido o en papula
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",El si dice todo sin tapujos gracias doc
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Gracias doc ❤
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento","Padrisima explicación , me encanto Felicidades"
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Ingormacion de cursos
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Donde se puede conseguir la procaina y el silicio ??
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",La procaina sirve la del 2%?
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento","Cuál es la procaína que usted dice y dónde se puede conseguir?
estoy en Colombia"
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",En facebook no me salen las notificaciones
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Gracias 🙏🙏🙏🙏
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",❤
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",La facilidad de obtener esas medicinas dr. Por favor gracias
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Dr. Y cuánto cuesta esa medicina silicón y procains
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Buenas tardes cuál es el precio de mesoterapia facial. Y qué requisito son necesarios gracias
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Dr. Porfavor conteste las preguntas
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Gracias por sus atenciones Gilberto desde parras Coahuila saludos
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Ok .te seguiré..me da mucha seguridad tu experiencia..y tus consejos..
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",DC donde encuentro el silicio
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Quiero aprender mas
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Donde puedo encontrar el silicio
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Me interesa x favor
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",nos hablas de procaina  pero cual seria la adecuada   al .7%   al 1 %  o al 2%
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Como conseguir los productos
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Gracias por compartir
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Hola me interesa saber dónde te encuentras me interesa aprender me puedes dar informacion
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Hola Dr. La mezcla de silicio orgánico más procaina se hace en la misma jeringa ?  Gracias.
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Me puede dar informes si usted lo puede enviar? Procaina al 1% o al  2% con silicio orgánico?
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",de que edad sirve esto doctor
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Tremendo conocimiento de la Vientiane biologica y sus efectoz..  felicidades medico. Mas cientificos Como tu hacen fantastic a la humanidad... bendiciones!!
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Dondecompro  dr eso
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento","𝚄𝚗𝚊 𝚙𝚛𝚎𝚐𝚞𝚗𝚝𝚊:
La PROCAINA al cuánto% ???"
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Buenos días me interesa dónde lo puedo contactar?
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Gracias Doc ...Bendiciones !!
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Doc buenos dias yo puedo aplicar 3 ml de sangre más 2 ml de procaina IM.
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Hola DC como ago para saber cuanto cuesta el productos gracias DC saludo desde Colombia gracias
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento","Gracias Dc   eres lo mejor,,"
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Doctor el silicio y procaina también lo puedo utilizar en iv?
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Donde se consiguen esas inyecciones info por favor
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Amigo muy buen video saludes desde Colombia....
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Sobre disfuncion sexual como tratan saludes desde Colombia. ....
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Saludo desde Venezuela Brasil. Puedes poner aquí para fazer  in cara.
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Buen día ☀️ soy de Venezuela doc! Cómo debe saber aquí falla mucho las medicinas.... Dónde lo consigo??? Gracias de antemano 🙏
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",Donde se consiguen?
JsDF-gwcEKI,"Silicio y procaína, los mejores antienvejecimiento",EXELENTE DOC FAVORITO 🙏👍
-DxaHiJkHD8,&quot;Silicio (Si) - importancia y funciones en el suelo y la planta&quot;,"Realicé un ensayo biológico con sorgo en un suelo ácido, utilizando dos fuentes de silicio (silicato de potasio y ceniza de cascarilla de arroz). Sin embargo, no obtuve una respuesta significativa en términos de biomasa. Mi pregunta es: ¿El silicio presente en la ceniza de cascarilla de arroz está en una forma disponible para las plantas? ¿Cómo puedo determinarlo? Gracias. Saludos"
-DxaHiJkHD8,&quot;Silicio (Si) - importancia y funciones en el suelo y la planta&quot;,Excelente trabajo.teneis ensallos en el olivar . porque cuando llega el verano los olivares lo pasan muy mal tendrían beneficios con este producto vía foliar gracias
-DxaHiJkHD8,&quot;Silicio (Si) - importancia y funciones en el suelo y la planta&quot;,Excelente programa. Muchas gracias por compartir valiosos conocimientos.
-DxaHiJkHD8,&quot;Silicio (Si) - importancia y funciones en el suelo y la planta&quot;,Excelente programa. Muchas gracias por compartir valiosos conocimientos.
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Ya  me ise la  limpieza epatica
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Por favor decir la presentación del silicio orgánico si es en polvo o en gotas gracias
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Y para la Neuropatia Periférica que podre tomar 😅
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Dra. Gracias
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Dra slds
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,"Como hay que tomar el silicio orgánico, orgono ?"
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Gracias
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Nesecito su número de tel para comunicarme con ud
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,De. Chile un saludo🇨🇱
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Dios los bendiga sra Ruth un en saludarte me gusta su programa quiero sabe q puedo tomar x q cuando ago algún esfuerzo me sale pipi
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,gracias por sus consejos  sra bonita
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Yo aprendi un remedio de Los mayas en un litro imedio de agua se pone 4 ramas de chanca piedra  se pone un poco de cabello de elote una papa pelada y cortada en pedazos todo se hierve se toma una taza en la mańana y otra en la tarde alos 3  dias se siente la diferiencia este te es para artojar Las piedtras de riñon o visicula Los mayas heran y son buenos en conocimiento de la herbolaria  Dios Los bendiga primero la fe en Dios
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,"Gracias Roy lenis,me detectaron artrosis y se que mi fe y tu ayuda hará que me Cure de esta enfermedad."
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,"Hola Sra . Ruth  usted cree que el silicio orgánico me sirva para un quiste ganglionar que me salió en la muñeca de mi mano derecha. Me provoca muchísimo dolor e incapacidad para poder trabajar ya que es en mano derecha. 
Agradezco de antemano su información. Dios le bendiga"
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Hola como se puede hacer miembro?
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Kiero preguntarle rolys ay algo para salir en embarazada  estando operada hace 29 años y con 54 años de edad y sin periodo la operación ke me hicieron  cortaron las trompas y amarraron tengo esa duda se podra?
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Hola rolys puede a ver algo natural para kitar derrames leves en las rodillas?
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Boy quiero su libro donde lo consigo
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Nbunas tardes  soy de San Antonio Texas quiero comprar su libro me gustas mucho sus videos
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,"Me encanta escucharla,tomo la cola de caballo y la uña de gato y me ha quitado el dolor del nervio ciático,el de cadera y rodillas,Dios la bendiga y la ilumine siempre para que siga haciendo tan hermosa labor por nuestra salud."
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Una seguidora más. Saludos
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Hola buenas noches señora bonita tengo 57 años y me estan saliendo muchisimas verruguitas en el cuello no se porque que puedo h acer para que  me  dejen de salir y para que se me desaparescan las que me han salido. De antemano gracis y espero su respuesta por favor ayudeme besitos
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,"Que estafa, el silicio no sirve."
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Gracias por compartir con nosotros todas esas imformaciones lidia desde new York yo me siento mejor tomando moringa y cola de caballo
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Hola guapa gracias por tus recetas consejos dios te bendiga
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Como se toma el silicio orgánico  y en k viene cápsulas o en líquido por favor contestarme por wuasap  mi número es 699696063 mi nombre Ana Luisa  gracias
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Saludos desde La Paz baja  California sur me encanta su información!!!
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Alguien consiguió el silicio en tiendas de EU gracias ❣️?
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Hola Roylenis la  plata coloidal tiene efectos secundarios porque el farmacéutico me dijo que grandes dosis causa piel azul eso es cierto 😞?
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Saludos desde Uruguay me gusta mucho sus recetas gracias
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Feliz día de la madres saludos
YSdl2f33spU,El Silicio Orgánico Y El Dolor Articular,Hola saludos desde Sur Carolina
